Name,Variant,Procedure,Appropriateness Category,Relative Radiation Level,Comment
Radiologic Management of Mesenteric Ischemia,"Abdominal pain after meals and CTA showing widely patent origins of SMA and IMA, with compression of the celiac origin by the median arcuate ligament. Initial therapy.",Mesenteric angiography in lateral projection during both inspiration and expiration,Usually Appropriate,,
Radiologic Management of Mesenteric Ischemia,"Abdominal pain after meals and CTA showing widely patent origins of SMA and IMA, with compression of the celiac origin by the median arcuate ligament. Initial therapy.",Supportive measures only,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,"Abdominal pain after meals and CTA showing widely patent origins of SMA and IMA, with compression of the celiac origin by the median arcuate ligament. Initial therapy.",Percutaneous transluminal angioplasty with stent placement,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,"Abdominal pain after meals and CTA showing widely patent origins of SMA and IMA, with compression of the celiac origin by the median arcuate ligament. Initial therapy.",Systemic anticoagulation,Usually Not Appropriate,,
Radiologic Management of Mesenteric Ischemia,History of abdominal pain after meals for the past few months and weight loss. CTA shows aortic atherosclerotic disease and suggests SMA-origin stenosis with occlusion of celiac origin and an occluded IMA. Initial therapy.,Angiography with possible percutaneous transluminal angioplasty and stent placement,Usually Appropriate,,
Radiologic Management of Mesenteric Ischemia,History of abdominal pain after meals for the past few months and weight loss. CTA shows aortic atherosclerotic disease and suggests SMA-origin stenosis with occlusion of celiac origin and an occluded IMA. Initial therapy.,Surgical bypass or endarterectomy,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,History of abdominal pain after meals for the past few months and weight loss. CTA shows aortic atherosclerotic disease and suggests SMA-origin stenosis with occlusion of celiac origin and an occluded IMA. Initial therapy.,Systemic anticoagulation,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,Previously healthy with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Bowel appears normal. Serum lactate level is normal. Initial therapy.,Systemic anticoagulation,Usually Appropriate,,
Radiologic Management of Mesenteric Ischemia,Previously healthy with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Bowel appears normal. Serum lactate level is normal. Initial therapy.,Transhepatic superior mesenteric vein catheterization and pharmacomechanical thrombolysis,Usually Appropriate,,
Radiologic Management of Mesenteric Ischemia,Previously healthy with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Bowel appears normal. Serum lactate level is normal. Initial therapy.,Transjugular superior mesenteric vein catheterization and pharmacomechanical thrombolysis and TIPS,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,Previously healthy with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Bowel appears normal. Serum lactate level is normal. Initial therapy.,SMA angiography followed by thrombolytic infusion,May Be Appropriate,,
Radiologic Management of Mesenteric Ischemia,Previously healthy with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Bowel appears normal. Serum lactate level is normal. Initial therapy.,Surgical thrombectomy,Usually Not Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class A, cirrhotic with index bleed from acute esophageal variceal hemorrhage, MELD 10, no encephalopathy. Initial therapy.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class A, cirrhotic with index bleed from acute esophageal variceal hemorrhage, MELD 10, no encephalopathy. Initial therapy.",Medical therapy with vasoactive drugs,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class A, cirrhotic with index bleed from acute esophageal variceal hemorrhage, MELD 10, no encephalopathy. Initial therapy.",Transjugular intrahepatic portosystemic shunt,Usually Not Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class A, cirrhotic with index bleed from acute esophageal variceal hemorrhage, MELD 10, no encephalopathy. Initial therapy.",Surgical shunt,Usually Not Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class A, cirrhotic with index bleed from acute esophageal variceal hemorrhage, MELD 10, no encephalopathy. Initial therapy.",Coated esophageal self-expandable metal stent,Usually Not Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class B, cirrhotic with active esophageal variceal hemorrhage, MELD 12, previously treated with octreotide and variceal ligation (EVL) on three prior occasions, no encephalopathy.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class B, cirrhotic with active esophageal variceal hemorrhage, MELD 12, previously treated with octreotide and variceal ligation (EVL) on three prior occasions, no encephalopathy.",Medical therapy with vasoactive drugs,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class B, cirrhotic with active esophageal variceal hemorrhage, MELD 12, previously treated with octreotide and variceal ligation (EVL) on three prior occasions, no encephalopathy.",Transjugular intrahepatic portosystemic shunt,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class B, cirrhotic with active esophageal variceal hemorrhage, MELD 12, previously treated with octreotide and variceal ligation (EVL) on three prior occasions, no encephalopathy.",Surgical shunt,May Be Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class B, cirrhotic with active esophageal variceal hemorrhage, MELD 12, previously treated with octreotide and variceal ligation (EVL) on three prior occasions, no encephalopathy.",Coated esophageal self-expandable metal stent,Usually Not Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with active esophageal and junctional variceal hemorrhage, previously treated with octreotide and endoscopic sclerotherapy, MELD 17, intermittent mild hepatic encephalopathy managed as an outpatient with nutritional support.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with active esophageal and junctional variceal hemorrhage, previously treated with octreotide and endoscopic sclerotherapy, MELD 17, intermittent mild hepatic encephalopathy managed as an outpatient with nutritional support.",Medical therapy with vasoactive drugs,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with active esophageal and junctional variceal hemorrhage, previously treated with octreotide and endoscopic sclerotherapy, MELD 17, intermittent mild hepatic encephalopathy managed as an outpatient with nutritional support.",Transjugular intrahepatic portosystemic shunt,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with active esophageal and junctional variceal hemorrhage, previously treated with octreotide and endoscopic sclerotherapy, MELD 17, intermittent mild hepatic encephalopathy managed as an outpatient with nutritional support.",Coated esophageal self-expandable metal stent,May Be Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with active esophageal and junctional variceal hemorrhage, previously treated with octreotide and endoscopic sclerotherapy, MELD 17, intermittent mild hepatic encephalopathy managed as an outpatient with nutritional support.",Surgical shunt,May Be Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with hepatocellular carcinoma, branch portal vein tumor thrombus, and active esophageal and gastroesophageal type 1 (GOV1) variceal hemorrhage, MELD 24.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with hepatocellular carcinoma, branch portal vein tumor thrombus, and active esophageal and gastroesophageal type 1 (GOV1) variceal hemorrhage, MELD 24.",Medical therapy with vasoactive drugs,Usually Appropriate,,
Radiologic Management of Portal Hypertension,"Acute variceal bleeding. Child-Pugh class C, cirrhotic with hepatocellular carcinoma, branch portal vein tumor thrombus, and active esophageal and gastroesophageal type 1 (GOV1) variceal hemorrhage, MELD 24.",Percutaneous transhepatic embolization,Usually Appropriate,,
